date,day_of_week,week_number,shift,production_line,product_type,machine_id,machine_status,skill_required,required_staff,production_units,order_backlog,priority_level,raw_material_availability,raw_material_cost_index,planned_downtime,absenteeism_rate,overtime_allowed,is_weekend,is_peak_day,weather_disruption,supplier_delay
2026-01-09,Friday,1,Night,Line B,Packaged Goods,M-B2,Running,Maintenance Technician,2,453,79,Medium,0.63,1.2,0,0.06,1,0,1,0,1
2026-01-09,Friday,1,Night,Line B,Packaged Goods,M-B2,Running,Packaging Operator,2,453,79,Medium,0.63,1.2,0,0.06,1,0,1,0,1
2026-01-09,Friday,1,Night,Line C,Custom Components,M-C3,Running,Machine Operator,4,608,59,High,0.87,1.21,0,0.08,1,0,1,0,0
2026-01-09,Friday,1,Night,Line C,Custom Components,M-C3,Running,Quality Inspector,2,608,59,High,0.87,1.21,0,0.08,1,0,1,0,0
2026-01-09,Friday,1,Night,Line C,Custom Components,M-C3,Running,Maintenance Technician,2,608,59,High,0.87,1.21,0,0.08,1,0,1,0,0
2026-01-09,Friday,1,Night,Line C,Custom Components,M-C3,Running,Packaging Operator,3,608,59,High,0.87,1.21,0,0.08,1,0,1,0,0
2026-01-10,Saturday,1,Morning,Line A,Custom Components,M-A4,Running,Machine Operator,6,676,49,High,0.78,0.97,0,0.02,1,1,0,0,0
2026-01-10,Saturday,1,Morning,Line A,Custom Components,M-A4,Running,Quality Inspector,3,676,49,High,0.78,0.97,0,0.02,1,1,0,0,0
2026-01-10,Saturday,1,Morning,Line A,Custom Components,M-A4,Running,Maintenance Technician,3,676,49,High,0.78,0.97,0,0.02,1,1,0,0,0
2026-01-10,Saturday,1,Morning,Line A,Custom Components,M-A4,Running,Packaging Operator,5,676,49,High,0.78,0.97,0,0.02,1,1,0,0,0
2026-01-10,Saturday,1,Morning,Line B,Packaged Goods,M-B3,Running,Machine Operator,4,542,1,Medium,0.93,1.01,0,0.09,0,1,0,0,1
2026-01-10,Saturday,1,Morning,Line B,Packaged Goods,M-B3,Running,Quality Inspector,2,542,1,Medium,0.93,1.01,0,0.09,0,1,0,0,1
2026-01-10,Saturday,1,Morning,Line B,Packaged Goods,M-B3,Running,Maintenance Technician,2,542,1,Medium,0.93,1.01,0,0.09,0,1,0,0,1
2026-01-10,Saturday,1,Morning,Line B,Packaged Goods,M-B3,Running,Packaging Operator,3,542,1,Medium,0.93,1.01,0,0.09,0,1,0,0,1
2026-01-10,Saturday,1,Morning,Line C,Packaged Goods,M-C4,Maintenance,Machine Operator,4,555,29,Medium,0.96,1.16,1,0.05,0,1,0,0,0
2026-01-10,Saturday,1,Morning,Line C,Packaged Goods,M-C4,Maintenance,Quality Inspector,1,555,29,Medium,0.96,1.16,1,0.05,0,1,0,0,0
2026-01-10,Saturday,1,Morning,Line C,Packaged Goods,M-C4,Maintenance,Maintenance Technician,3,555,29,Medium,0.96,1.16,1,0.05,0,1,0,0,0
2026-01-10,Saturday,1,Morning,Line C,Packaged Goods,M-C4,Maintenance,Packaging Operator,3,555,29,Medium,0.96,1.16,1,0.05,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line A,Packaged Goods,M-A2,Running,Machine Operator,5,571,39,Medium,0.96,1.11,0,0.01,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line A,Packaged Goods,M-A2,Running,Quality Inspector,2,571,39,Medium,0.96,1.11,0,0.01,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line A,Packaged Goods,M-A2,Running,Maintenance Technician,2,571,39,Medium,0.96,1.11,0,0.01,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line A,Packaged Goods,M-A2,Running,Packaging Operator,4,571,39,Medium,0.96,1.11,0,0.01,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line B,Custom Components,M-B4,Running,Machine Operator,4,500,46,Medium,0.65,1.07,0,0.11,0,1,0,0,1
2026-01-10,Saturday,1,Afternoon,Line B,Custom Components,M-B4,Running,Quality Inspector,2,500,46,Medium,0.65,1.07,0,0.11,0,1,0,0,1
2026-01-10,Saturday,1,Afternoon,Line B,Custom Components,M-B4,Running,Maintenance Technician,2,500,46,Medium,0.65,1.07,0,0.11,0,1,0,0,1
2026-01-10,Saturday,1,Afternoon,Line B,Custom Components,M-B4,Running,Packaging Operator,3,500,46,Medium,0.65,1.07,0,0.11,0,1,0,0,1
2026-01-10,Saturday,1,Afternoon,Line C,Custom Components,M-C3,Running,Machine Operator,5,569,9,Low,0.74,0.9,0,0.12,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line C,Custom Components,M-C3,Running,Quality Inspector,2,569,9,Low,0.74,0.9,0,0.12,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line C,Custom Components,M-C3,Running,Maintenance Technician,2,569,9,Low,0.74,0.9,0,0.12,0,1,0,0,0
2026-01-10,Saturday,1,Afternoon,Line C,Custom Components,M-C3,Running,Packaging Operator,4,569,9,Low,0.74,0.9,0,0.12,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line A,Packaged Goods,M-A3,Running,Machine Operator,4,483,15,Medium,0.76,0.96,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line A,Packaged Goods,M-A3,Running,Quality Inspector,1,483,15,Medium,0.76,0.96,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line A,Packaged Goods,M-A3,Running,Maintenance Technician,1,483,15,Medium,0.76,0.96,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line A,Packaged Goods,M-A3,Running,Packaging Operator,3,483,15,Medium,0.76,0.96,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line B,Custom Components,M-B1,Running,Machine Operator,4,489,71,Medium,0.79,1.1,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line B,Custom Components,M-B1,Running,Quality Inspector,1,489,71,Medium,0.79,1.1,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line B,Custom Components,M-B1,Running,Maintenance Technician,1,489,71,Medium,0.79,1.1,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line B,Custom Components,M-B1,Running,Packaging Operator,3,489,71,Medium,0.79,1.1,0,0.08,0,1,0,0,0
2026-01-10,Saturday,1,Night,Line C,Packaged Goods,M-C3,Running,Machine Operator,3,395,4,Medium,0.65,0.87,0,0.06,0,1,0,0,1
2026-01-10,Saturday,1,Night,Line C,Packaged Goods,M-C3,Running,Quality Inspector,1,395,4,Medium,0.65,0.87,0,0.06,0,1,0,0,1
2026-01-10,Saturday,1,Night,Line C,Packaged Goods,M-C3,Running,Maintenance Technician,1,395,4,Medium,0.65,0.87,0,0.06,0,1,0,0,1
2026-01-10,Saturday,1,Night,Line C,Packaged Goods,M-C3,Running,Packaging Operator,2,395,4,Medium,0.65,0.87,0,0.06,0,1,0,0,1
2026-01-11,Sunday,1,Morning,Line A,Custom Components,M-A3,Running,Machine Operator,5,623,53,Medium,0.9,1.23,0,0.09,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line A,Custom Components,M-A3,Running,Quality Inspector,2,623,53,Medium,0.9,1.23,0,0.09,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line A,Custom Components,M-A3,Running,Maintenance Technician,2,623,53,Medium,0.9,1.23,0,0.09,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line A,Custom Components,M-A3,Running,Packaging Operator,4,623,53,Medium,0.9,1.23,0,0.09,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line B,Packaged Goods,M-B4,Maintenance,Machine Operator,4,555,27,Medium,0.71,1.13,1,0.11,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line B,Packaged Goods,M-B4,Maintenance,Quality Inspector,1,555,27,Medium,0.71,1.13,1,0.11,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line B,Packaged Goods,M-B4,Maintenance,Maintenance Technician,3,555,27,Medium,0.71,1.13,1,0.11,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line B,Packaged Goods,M-B4,Maintenance,Packaging Operator,3,555,27,Medium,0.71,1.13,1,0.11,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line C,Custom Components,M-C3,Running,Machine Operator,5,570,58,Low,0.71,1.24,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line C,Custom Components,M-C3,Running,Quality Inspector,2,570,58,Low,0.71,1.24,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line C,Custom Components,M-C3,Running,Maintenance Technician,2,570,58,Low,0.71,1.24,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Morning,Line C,Custom Components,M-C3,Running,Packaging Operator,4,570,58,Low,0.71,1.24,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Afternoon,Line A,Custom Components,M-A2,Down,Machine Operator,4,418,70,Low,0.91,0.93,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Afternoon,Line A,Custom Components,M-A2,Down,Quality Inspector,2,418,70,Low,0.91,0.93,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Afternoon,Line A,Custom Components,M-A2,Down,Maintenance Technician,3,418,70,Low,0.91,0.93,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Afternoon,Line A,Custom Components,M-A2,Down,Packaging Operator,4,418,70,Low,0.91,0.93,0,0.03,0,1,0,0,0
2026-01-11,Sunday,1,Afternoon,Line B,Packaged Goods,M-B1,Running,Machine Operator,4,480,69,Medium,0.99,1.25,0,0.03,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line B,Packaged Goods,M-B1,Running,Quality Inspector,2,480,69,Medium,0.99,1.25,0,0.03,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line B,Packaged Goods,M-B1,Running,Maintenance Technician,2,480,69,Medium,0.99,1.25,0,0.03,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line B,Packaged Goods,M-B1,Running,Packaging Operator,3,480,69,Medium,0.99,1.25,0,0.03,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line C,Custom Components,M-C2,Running,Machine Operator,4,513,16,Medium,0.61,0.96,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line C,Custom Components,M-C2,Running,Quality Inspector,2,513,16,Medium,0.61,0.96,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line C,Custom Components,M-C2,Running,Maintenance Technician,2,513,16,Medium,0.61,0.96,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Afternoon,Line C,Custom Components,M-C2,Running,Packaging Operator,3,513,16,Medium,0.61,0.96,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line A,Custom Components,M-A3,Running,Machine Operator,3,430,78,Low,0.64,1.05,0,0.1,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line A,Custom Components,M-A3,Running,Quality Inspector,1,430,78,Low,0.64,1.05,0,0.1,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line A,Custom Components,M-A3,Running,Maintenance Technician,1,430,78,Low,0.64,1.05,0,0.1,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line A,Custom Components,M-A3,Running,Packaging Operator,2,430,78,Low,0.64,1.05,0,0.1,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line B,Custom Components,M-B4,Running,Machine Operator,3,406,51,Medium,0.61,1.25,0,0.02,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line B,Custom Components,M-B4,Running,Quality Inspector,1,406,51,Medium,0.61,1.25,0,0.02,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line B,Custom Components,M-B4,Running,Maintenance Technician,1,406,51,Medium,0.61,1.25,0,0.02,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line B,Custom Components,M-B4,Running,Packaging Operator,2,406,51,Medium,0.61,1.25,0,0.02,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line C,Standard Parts,M-C1,Running,Machine Operator,3,440,79,Medium,0.66,0.9,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line C,Standard Parts,M-C1,Running,Quality Inspector,1,440,79,Medium,0.66,0.9,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line C,Standard Parts,M-C1,Running,Maintenance Technician,1,440,79,Medium,0.66,0.9,0,0.07,0,1,0,0,1
2026-01-11,Sunday,1,Night,Line C,Standard Parts,M-C1,Running,Packaging Operator,2,440,79,Medium,0.66,0.9,0,0.07,0,1,0,0,1
2026-01-12,Monday,2,Morning,Line A,Custom Components,M-A4,Running,Machine Operator,4,553,70,Medium,0.88,1.19,0,0.03,0,0,0,0,0
2026-01-12,Monday,2,Morning,Line A,Custom Components,M-A4,Running,Quality Inspector,2,553,70,Medium,0.88,1.19,0,0.03,0,0,0,0,0
2026-01-12,Monday,2,Morning,Line A,Custom Components,M-A4,Running,Maintenance Technician,2,553,70,Medium,0.88,1.19,0,0.03,0,0,0,0,0
2026-01-12,Monday,2,Morning,Line A,Custom Components,M-A4,Running,Packaging Operator,3,553,70,Medium,0.88,1.19,0,0.03,0,0,0,0,0
2026-01-12,Monday,2,Morning,Line B,Custom Components,M-B4,Running,Machine Operator,3,429,32,Medium,0.64,1.02,0,0.03,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line B,Custom Components,M-B4,Running,Quality Inspector,2,429,32,Medium,0.64,1.02,0,0.03,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line B,Custom Components,M-B4,Running,Maintenance Technician,2,429,32,Medium,0.64,1.02,0,0.03,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line B,Custom Components,M-B4,Running,Packaging Operator,2,429,32,Medium,0.64,1.02,0,0.03,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line C,Standard Parts,M-C1,Running,Machine Operator,3,455,16,Medium,0.64,1.15,0,0.07,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line C,Standard Parts,M-C1,Running,Quality Inspector,2,455,16,Medium,0.64,1.15,0,0.07,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line C,Standard Parts,M-C1,Running,Maintenance Technician,2,455,16,Medium,0.64,1.15,0,0.07,0,0,0,0,1
2026-01-12,Monday,2,Morning,Line C,Standard Parts,M-C1,Running,Packaging Operator,2,455,16,Medium,0.64,1.15,0,0.07,0,0,0,0,1
2026-01-12,Monday,2,Afternoon,Line A,Packaged Goods,M-A1,Running,Machine Operator,4,607,54,High,0.95,1.23,0,0.09,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line A,Packaged Goods,M-A1,Running,Quality Inspector,2,607,54,High,0.95,1.23,0,0.09,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line A,Packaged Goods,M-A1,Running,Maintenance Technician,2,607,54,High,0.95,1.23,0,0.09,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line A,Packaged Goods,M-A1,Running,Packaging Operator,3,607,54,High,0.95,1.23,0,0.09,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line B,Standard Parts,M-B2,Running,Machine Operator,4,611,44,High,0.79,1.19,0,0.05,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line B,Standard Parts,M-B2,Running,Quality Inspector,2,611,44,High,0.79,1.19,0,0.05,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line B,Standard Parts,M-B2,Running,Maintenance Technician,2,611,44,High,0.79,1.19,0,0.05,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line B,Standard Parts,M-B2,Running,Packaging Operator,3,611,44,High,0.79,1.19,0,0.05,1,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Machine Operator,4,456,3,Low,0.86,1.13,0,0.09,0,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Quality Inspector,2,456,3,Low,0.86,1.13,0,0.09,0,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Maintenance Technician,2,456,3,Low,0.86,1.13,0,0.09,0,0,0,0,0
2026-01-12,Monday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Packaging Operator,3,456,3,Low,0.86,1.13,0,0.09,0,0,0,0,0
2026-01-12,Monday,2,Night,Line A,Standard Parts,M-A2,Running,Machine Operator,3,356,3,Low,0.76,0.91,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line A,Standard Parts,M-A2,Running,Quality Inspector,1,356,3,Low,0.76,0.91,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line A,Standard Parts,M-A2,Running,Maintenance Technician,1,356,3,Low,0.76,0.91,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line A,Standard Parts,M-A2,Running,Packaging Operator,2,356,3,Low,0.76,0.91,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line B,Custom Components,M-B3,Running,Machine Operator,2,360,10,High,0.91,1.08,0,0.03,1,0,0,0,1
2026-01-12,Monday,2,Night,Line B,Custom Components,M-B3,Running,Quality Inspector,1,360,10,High,0.91,1.08,0,0.03,1,0,0,0,1
2026-01-12,Monday,2,Night,Line B,Custom Components,M-B3,Running,Maintenance Technician,1,360,10,High,0.91,1.08,0,0.03,1,0,0,0,1
2026-01-12,Monday,2,Night,Line B,Custom Components,M-B3,Running,Packaging Operator,1,360,10,High,0.91,1.08,0,0.03,1,0,0,0,1
2026-01-12,Monday,2,Night,Line C,Custom Components,M-C4,Running,Machine Operator,3,438,34,Low,0.79,1.03,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line C,Custom Components,M-C4,Running,Quality Inspector,1,438,34,Low,0.79,1.03,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line C,Custom Components,M-C4,Running,Maintenance Technician,1,438,34,Low,0.79,1.03,0,0.07,0,0,0,0,0
2026-01-12,Monday,2,Night,Line C,Custom Components,M-C4,Running,Packaging Operator,2,438,34,Low,0.79,1.03,0,0.07,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line A,Custom Components,M-A3,Running,Machine Operator,4,512,0,Low,0.76,1.09,0,0.11,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line A,Custom Components,M-A3,Running,Quality Inspector,2,512,0,Low,0.76,1.09,0,0.11,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line A,Custom Components,M-A3,Running,Maintenance Technician,2,512,0,Low,0.76,1.09,0,0.11,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line A,Custom Components,M-A3,Running,Packaging Operator,3,512,0,Low,0.76,1.09,0,0.11,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line B,Custom Components,M-B1,Running,Machine Operator,4,544,48,Medium,0.9,0.92,0,0.04,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line B,Custom Components,M-B1,Running,Quality Inspector,2,544,48,Medium,0.9,0.92,0,0.04,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line B,Custom Components,M-B1,Running,Maintenance Technician,2,544,48,Medium,0.9,0.92,0,0.04,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line B,Custom Components,M-B1,Running,Packaging Operator,3,544,48,Medium,0.9,0.92,0,0.04,0,0,0,0,0
2026-01-13,Tuesday,2,Morning,Line C,Standard Parts,M-C4,Maintenance,Machine Operator,2,499,9,High,0.62,0.86,1,0.07,1,0,0,0,1
2026-01-13,Tuesday,2,Morning,Line C,Standard Parts,M-C4,Maintenance,Quality Inspector,1,499,9,High,0.62,0.86,1,0.07,1,0,0,0,1
2026-01-13,Tuesday,2,Morning,Line C,Standard Parts,M-C4,Maintenance,Maintenance Technician,3,499,9,High,0.62,0.86,1,0.07,1,0,0,0,1
2026-01-13,Tuesday,2,Morning,Line C,Standard Parts,M-C4,Maintenance,Packaging Operator,1,499,9,High,0.62,0.86,1,0.07,1,0,0,0,1
2026-01-13,Tuesday,2,Afternoon,Line A,Packaged Goods,M-A4,Running,Machine Operator,4,556,21,High,0.76,1.24,0,0.08,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line A,Packaged Goods,M-A4,Running,Quality Inspector,2,556,21,High,0.76,1.24,0,0.08,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line A,Packaged Goods,M-A4,Running,Maintenance Technician,2,556,21,High,0.76,1.24,0,0.08,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line A,Packaged Goods,M-A4,Running,Packaging Operator,3,556,21,High,0.76,1.24,0,0.08,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line B,Custom Components,M-B1,Running,Machine Operator,4,569,50,High,0.84,1.06,0,0.09,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line B,Custom Components,M-B1,Running,Quality Inspector,2,569,50,High,0.84,1.06,0,0.09,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line B,Custom Components,M-B1,Running,Maintenance Technician,2,569,50,High,0.84,1.06,0,0.09,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line B,Custom Components,M-B1,Running,Packaging Operator,3,569,50,High,0.84,1.06,0,0.09,1,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Machine Operator,3,495,44,Medium,0.68,1.16,0,0.1,0,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Quality Inspector,2,495,44,Medium,0.68,1.16,0,0.1,0,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Maintenance Technician,2,495,44,Medium,0.68,1.16,0,0.1,0,0,0,0,0
2026-01-13,Tuesday,2,Afternoon,Line C,Packaged Goods,M-C1,Running,Packaging Operator,2,495,44,Medium,0.68,1.16,0,0.1,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line A,Custom Components,M-A2,Running,Machine Operator,2,341,9,Low,0.66,1.15,0,0.1,0,0,0,0,1
2026-01-13,Tuesday,2,Night,Line A,Custom Components,M-A2,Running,Quality Inspector,1,341,9,Low,0.66,1.15,0,0.1,0,0,0,0,1
2026-01-13,Tuesday,2,Night,Line A,Custom Components,M-A2,Running,Maintenance Technician,1,341,9,Low,0.66,1.15,0,0.1,0,0,0,0,1
2026-01-13,Tuesday,2,Night,Line A,Custom Components,M-A2,Running,Packaging Operator,1,341,9,Low,0.66,1.15,0,0.1,0,0,0,0,1
2026-01-13,Tuesday,2,Night,Line B,Packaged Goods,M-B4,Running,Machine Operator,3,434,79,Medium,0.95,1.11,0,0.12,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line B,Packaged Goods,M-B4,Running,Quality Inspector,1,434,79,Medium,0.95,1.11,0,0.12,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line B,Packaged Goods,M-B4,Running,Maintenance Technician,1,434,79,Medium,0.95,1.11,0,0.12,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line B,Packaged Goods,M-B4,Running,Packaging Operator,2,434,79,Medium,0.95,1.11,0,0.12,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line C,Custom Components,M-C3,Running,Machine Operator,3,348,9,Medium,0.84,0.99,0,0.06,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line C,Custom Components,M-C3,Running,Quality Inspector,1,348,9,Medium,0.84,0.99,0,0.06,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line C,Custom Components,M-C3,Running,Maintenance Technician,1,348,9,Medium,0.84,0.99,0,0.06,0,0,0,0,0
2026-01-13,Tuesday,2,Night,Line C,Custom Components,M-C3,Running,Packaging Operator,2,348,9,Medium,0.84,0.99,0,0.06,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line A,Standard Parts,M-A4,Running,Machine Operator,4,537,5,Medium,0.82,1.17,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line A,Standard Parts,M-A4,Running,Quality Inspector,2,537,5,Medium,0.82,1.17,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line A,Standard Parts,M-A4,Running,Maintenance Technician,2,537,5,Medium,0.82,1.17,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line A,Standard Parts,M-A4,Running,Packaging Operator,3,537,5,Medium,0.82,1.17,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line B,Packaged Goods,M-B2,Down,Machine Operator,2,446,43,High,0.78,1.17,0,0.02,1,0,0,0,1
2026-01-14,Wednesday,2,Morning,Line B,Packaged Goods,M-B2,Down,Quality Inspector,2,446,43,High,0.78,1.17,0,0.02,1,0,0,0,1
2026-01-14,Wednesday,2,Morning,Line B,Packaged Goods,M-B2,Down,Maintenance Technician,3,446,43,High,0.78,1.17,0,0.02,1,0,0,0,1
2026-01-14,Wednesday,2,Morning,Line B,Packaged Goods,M-B2,Down,Packaging Operator,2,446,43,High,0.78,1.17,0,0.02,1,0,0,0,1
2026-01-14,Wednesday,2,Morning,Line C,Custom Components,M-C4,Running,Machine Operator,4,573,36,Medium,0.84,1.0,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line C,Custom Components,M-C4,Running,Quality Inspector,2,573,36,Medium,0.84,1.0,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,573,36,Medium,0.84,1.0,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Morning,Line C,Custom Components,M-C4,Running,Packaging Operator,3,573,36,Medium,0.84,1.0,0,0.1,0,0,0,0,0
2026-01-14,Wednesday,2,Afternoon,Line A,Packaged Goods,M-A3,Running,Machine Operator,3,480,36,Medium,0.64,1.12,0,0.1,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line A,Packaged Goods,M-A3,Running,Quality Inspector,2,480,36,Medium,0.64,1.12,0,0.1,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line A,Packaged Goods,M-A3,Running,Maintenance Technician,2,480,36,Medium,0.64,1.12,0,0.1,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line A,Packaged Goods,M-A3,Running,Packaging Operator,2,480,36,Medium,0.64,1.12,0,0.1,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line B,Standard Parts,M-B3,Running,Machine Operator,4,564,39,High,0.87,1.22,0,0.09,1,0,0,0,0
2026-01-14,Wednesday,2,Afternoon,Line B,Standard Parts,M-B3,Running,Quality Inspector,2,564,39,High,0.87,1.22,0,0.09,1,0,0,0,0
2026-01-14,Wednesday,2,Afternoon,Line B,Standard Parts,M-B3,Running,Maintenance Technician,2,564,39,High,0.87,1.22,0,0.09,1,0,0,0,0
2026-01-14,Wednesday,2,Afternoon,Line B,Standard Parts,M-B3,Running,Packaging Operator,3,564,39,High,0.87,1.22,0,0.09,1,0,0,0,0
2026-01-14,Wednesday,2,Afternoon,Line C,Custom Components,M-C4,Running,Machine Operator,3,457,67,Low,0.73,0.9,0,0.08,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line C,Custom Components,M-C4,Running,Quality Inspector,2,457,67,Low,0.73,0.9,0,0.08,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line C,Custom Components,M-C4,Running,Maintenance Technician,2,457,67,Low,0.73,0.9,0,0.08,0,0,0,0,1
2026-01-14,Wednesday,2,Afternoon,Line C,Custom Components,M-C4,Running,Packaging Operator,2,457,67,Low,0.73,0.9,0,0.08,0,0,0,0,1
2026-01-14,Wednesday,2,Night,Line A,Standard Parts,M-A2,Running,Machine Operator,3,412,17,Low,0.91,0.93,0,0.04,0,0,0,0,0
2026-01-14,Wednesday,2,Night,Line A,Standard Parts,M-A2,Running,Quality Inspector,1,412,17,Low,0.91,0.93,0,0.04,0,0,0,0,0
